Data File Name,2100 expert_Eukaryote Total RNA Nano_DE34903660_2010-08-09_10-18-01.xad
Data File Path,S:\Genomics\Microarray\BioAnalyzerData\2100_Data_from_old_PC_03302011\data\ARP\2010-08-09
Date Created,"Monday, August 09, 2010 3:18:01 PM"
Date Last Modified,"Monday, August 09, 2010 3:41:59 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,-GFP dJARID2 M 8-2
Number of Events,1060
 
Time,Value
17,-1.059272E-02
17.05,-5.635924E-04
17.1,1.34624E-03
17.15,7.719288E-03
17.2,7.910604E-03
17.25,-2.724135E-02
17.3,-5.397449E-02
17.35,-3.943129E-02
17.4,-1.607592E-02
17.45,6.173077E-03
17.5,0.0132378
17.55,3.002275E-03
17.6,-2.136772E-02
17.65,-3.868474E-02
17.7,-3.497262E-02
17.75,-0.0224728
17.8,-1.873597E-02
17.85,-3.017375E-02
17.9,-3.716875E-02
17.95,-0.0275725
18,-9.766911E-03
18.05,1.112802E-02
18.1,1.142386E-02
18.15,4.883944E-03
18.2,-1.071284E-02
18.25,-3.184426E-02
18.3,-4.362776E-02
18.35,-4.210228E-02
18.4,-2.097579E-02
18.45,-2.468649E-03
18.5,2.57273E-03
18.55,0.0155591
18.6,3.500326E-02
18.65,5.852602E-02
18.7,6.692579E-02
18.75,5.864065E-02
18.8,3.809128E-02
18.85,0.0043101
18.9,-3.714791E-02
18.95,-4.106429E-02
19,-3.188404E-02
19.05,-1.802021E-02
19.1,-1.022394E-03
19.15,8.809841E-03
19.2,1.744683E-02
19.25,2.059372E-02
19.3,3.120488E-02
19.35,4.885854E-02
19.4,3.320802E-02
19.45,2.359136E-02
19.5,8.461681E-03
19.55,-3.475423E-03
19.6,5.610784E-03
19.65,9.364375E-03
19.7,7.568485E-03
19.75,-8.082388E-03
19.8,-2.469031E-02
19.85,-3.321978E-02
19.9,-1.962971E-02
19.95,-3.332964E-03
20,8.205466E-03
20.05,1.622682E-02
20.1,3.591983E-02
20.15,4.771058E-02
20.2,0.0492664
20.25,5.284673E-02
20.3,5.524924E-02
20.35,0.0349657
20.4,0.0186571
20.45,7.861719E-03
20.5,7.189375E-03
20.55,1.615665E-02
20.6,2.689224E-02
20.65,3.786644E-02
20.7,4.289915E-02
20.75,3.385461E-02
20.8,2.824267E-02
20.85,1.958836E-02
20.9,2.748152E-02
20.95,3.808003E-02
21,3.882064E-02
21.05,3.620159E-02
21.1,2.833107E-02
21.15,2.039552E-02
21.2,2.358581E-02
21.25,3.710775E-02
21.3,0.0381279
21.35,3.357185E-02
21.4,3.917928E-02
21.45,5.816868E-02
21.5,0.068347
21.55,6.702141E-02
21.6,7.123512E-02
21.65,6.979951E-02
21.7,5.272029E-02
21.75,4.060991E-02
21.8,3.564523E-02
21.85,1.257608E-02
21.9,-1.013724E-02
21.95,-2.944065E-03
22,0.0222136
22.05,3.982832E-02
22.1,2.597077E-02
22.15,1.392603E-03
22.2,7.106329E-03
22.25,0.2929078
22.3,1.361389
22.35,3.528836
22.4,6.462782
22.45,9.328479
22.5,11.06083
22.55,10.98956
22.6,9.243552
22.65,6.594511
22.7,4.030114
22.75,2.115471
22.8,0.9393632
22.85,0.3925041
22.9,0.1543439
22.95,0.1045304
23,9.084767E-02
23.05,7.535485E-02
23.1,6.377048E-02
23.15,3.721097E-02
23.2,4.103835E-02
23.25,4.157212E-02
23.3,4.153024E-02
23.35,5.424787E-02
23.4,3.655669E-02
23.45,2.835186E-02
23.5,1.261688E-02
23.55,1.450461E-02
23.6,4.059832E-02
23.65,5.710442E-02
23.7,7.146819E-02
23.75,0.0666254
23.8,5.796516E-02
23.85,6.143058E-02
23.9,5.807846E-02
23.95,5.688366E-02
24,4.080882E-02
24.05,1.929784E-02
24.1,1.348305E-02
24.15,1.127347E-02
24.2,2.562425E-02
24.25,5.151306E-02
24.3,6.436694E-02
24.35,7.326158E-02
24.4,7.111902E-02
24.45,6.912937E-02
24.5,5.005529E-02
24.55,3.280019E-02
24.6,0.016498
24.65,0.0135554
24.7,1.858103E-02
24.75,4.316909E-02
24.8,5.722241E-02
24.85,6.411386E-02
24.9,5.184069E-02
24.95,6.531224E-02
25,4.504826E-02
25.05,5.584854E-02
25.1,0.0651362
25.15,7.161061E-02
25.2,6.884792E-02
25.25,6.671869E-02
25.3,6.814297E-02
25.35,7.008488E-02
25.4,5.397573E-02
25.45,5.891474E-02
25.5,0.0690221
25.55,7.561307E-02
25.6,6.532713E-02
25.65,5.016786E-02
25.7,2.802289E-02
25.75,1.534835E-02
25.8,1.915632E-02
25.85,2.985562E-02
25.9,4.297763E-02
25.95,3.458979E-02
26,0.0376783
26.05,4.264468E-02
26.1,4.427373E-02
26.15,5.492007E-02
26.2,0.0475737
26.25,3.421897E-02
26.3,0.0243115
26.35,2.344144E-02
26.4,3.975948E-02
26.45,5.441821E-02
26.5,5.452026E-02
26.55,5.211001E-02
26.6,5.381732E-02
26.65,5.925354E-02
26.7,6.241022E-02
26.75,6.399893E-02
26.8,5.968028E-02
26.85,3.942676E-02
26.9,2.559381E-02
26.95,3.849895E-02
27,5.325411E-02
27.05,4.395372E-02
27.1,4.113489E-02
27.15,4.172575E-02
27.2,4.719808E-02
27.25,5.149266E-02
27.3,5.654706E-02
27.35,6.195106E-02
27.4,5.339846E-02
27.45,3.568401E-02
27.5,2.944984E-02
27.55,1.917019E-02
27.6,0.0217962
27.65,1.627677E-02
27.7,1.698157E-02
27.75,3.130434E-02
27.8,5.707867E-02
27.85,8.884914E-02
27.9,9.722499E-02
27.95,0.1030598
28,0.1028405
28.05,9.116991E-02
